POS,Height (in),Weight (lbs),40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,Pro Bowl
WR,70.88,186,4.4,12,39.5,126,4.1,6.64,1
QB,74.63,214,4.84,21,28.5,109,4.5,7.05,1
C,74.9,280,5.14,20,28.0,102,4.59,7.31,1
LB,75.5,250,4.64,19,41.5,139,4.32,7.1,1
LB,72.9,240,4.88,26,32.0,113,4.12,7.31,1
C,74.4,292,5.24,25,25.0,100,4.85,8.52,1
LB,72.25,232,4.61,19,38.0,124,4.14,7.14,1
RB,69.1,182,4.9,19,30.7,111,4.47,7.31,1
K,73.5,212,4.91,19,31.1,112,4.44,7.31,0
OT,76.63,315,4.81,23,34.5,113,4.63,7.64,1
LB,74.3,237,5.09,18,30.5,106,4.58,7.31,0
OT,76.3,337,5.47,30,31.5,99,4.93,8.88,0
OT,76.5,300,5.05,28,31.5,112,4.34,7.69,1
S,72.88,220,4.69,18,37.5,124,4.27,7.31,0
WR,75.0,211,4.49,12,37.0,124,4.43,7.2,0
LB,74.5,240,4.73,22,35.5,111,4.39,7.31,1
LB,76.13,231,4.68,12,37.0,120,4.57,7.31,0
OG,74.75,321,5.2,28,21.5,98,4.98,8.07,0
CB,71.4,188,4.59,9,33.0,102,4.77,7.31,1
LB,72.88,244,4.7,27,35.5,119,4.39,7.0,0
LB,76.13,250,4.95,24,32.0,115,4.15,6.64,0
K,68.4,189,5.1,10,22.0,96,4.47,7.31,0
TE,77.5,252,4.71,19,32.5,118,4.51,7.31,0
DE,75.88,266,4.65,18,33.5,122,4.4,7.03,1
WR,72.4,196,4.86,18,34.5,112,4.38,7.31,0
S,71.0,196,4.67,15,36.0,121,4.2,7.12,0
OT,78.63,318,5.06,26,30.0,113,4.92,8.01,0
DE,76.1,267,4.64,26,34.0,117,4.37,7.31,1
S,72.0,199,4.6,14,41.5,129,4.46,7.31,0
RB,72.9,228,4.6,18,37.5,118,4.42,7.31,1
RB,71.25,214,4.43,18,37.0,125,4.47,7.09,1
WR,73.0,209,4.42,19,36.0,125,4.0,7.01,1
S,71.4,189,4.63,19,35.0,120,4.39,7.31,1
QB,73.75,218,4.91,21,28.5,101,4.13,7.03,0
S,71.63,211,4.4,19,43.0,130,4.23,6.8,1
OT,77.25,335,4.79,19,32.6,115,4.46,7.31,0
QB,70.63,204,4.53,21,34.0,118,4.09,6.97,1
LB,72.38,238,4.66,20,35.5,121,4.24,7.05,0
WR,74.0,230,4.4,22,39.0,132,4.39,7.31,1
WR,71.5,213,4.6,22,35.0,123,4.16,7.47,0
K,75.0,211,4.82,12,30.1,109,4.48,7.31,1
C,74.1,300,5.32,30,28.0,100,4.55,8.1,1
DT,75.5,271,4.99,20,30.0,108,4.53,7.31,1
QB,74.3,223,4.64,21,33.0,116,4.38,7.3,1
OG,77.5,309,4.77,20,33.3,115,4.45,7.31,0
CB,70.88,191,4.5,14,40.5,130,4.03,6.84,0
DE,74.38,270,4.79,21,30.4,115,4.43,7.31,0
